2.13403 	 1.50120 	 837.72357 
2.18273 	 1.51274 	 790.39948 
2.98875 	 2.33197 	 733.86959 
4.11115 	 4.64967 	 806.04824 
1.77779 	 1.22001 	 965.48417 
2.37184 	 2.62309 	 744.53159 
4.82061 	 2.61716 	 718.33158 
1.57258 	 3.18737 	 763.84089 
4.17864 	 6.87600 	 763.42861 
4.21728 	 5.57713 	 767.29485 
0.18724 	 3.10651 	 3643.28988 
1.24117 	 4.00728 	 769.40165 
3.20857 	 0.53118 	 1083.79285 
2.36379 	 7.07507 	 720.91261 
2.88319 	 1.70691 	 821.53264 
0.62325 	 3.76624 	 973.85763 
1.45607 	 2.10254 	 824.74073 
1.39656 	 5.52205 	 686.94945 
3.40274 	 1.64033 	 803.10723 
0.68635 	 3.21354 	 950.53117 
2.80310 	 0.55883 	 1162.27435 
1.68991 	 3.87960 	 735.90348 
0.91655 	 2.03509 	 1041.34891 
2.93255 	 3.93533 	 761.73366 
2.28743 	 4.29354 	 691.27923 
1.26419 	 1.88385 	 965.26712 
2.37935 	 4.10391 	 722.25269 
2.35691 	 3.98242 	 797.69566 
2.89209 	 2.65828 	 732.82038 
1.95452 	 4.62487 	 785.05556 
3.35253 	 2.92834 	 718.09680 
1.81024 	 2.49282 	 776.07757 
2.35252 	 5.26837 	 727.97565 
4.09780 	 3.41473 	 813.17067 
1.94030 	 1.68545 	 890.16533 
1.26328 	 4.82828 	 744.02765 
5.14279 	 4.46423 	 753.42306 
3.04391 	 2.65239 	 732.36949 
0.92804 	 2.81956 	 899.13252 
1.47761 	 3.71069 	 774.07376 
2.59016 	 6.08049 	 786.90012 
1.45518 	 1.34367 	 1036.20550 
1.25595 	 1.26933 	 1138.54945 
3.84806 	 1.06690 	 743.29163 
2.10728 	 3.03014 	 796.85822 
1.11068 	 3.41379 	 809.09833 
2.45744 	 2.40649 	 787.92518 
3.86376 	 4.85719 	 778.43695 
2.19499 	 1.63416 	 823.25290 
3.84118 	 2.99954 	 750.69640 
2.98654 	 2.41450 	 803.90970 
2.09000 	 4.67523 	 780.82067 
1.49024 	 1.34025 	 1020.07946 
3.13201 	 1.06770 	 866.33883 
1.53141 	 1.96916 	 861.87466 
3.24548 	 3.70653 	 755.32811 
1.05002 	 3.27835 	 842.90878 
2.71736 	 2.52949 	 781.13184 
1.42412 	 4.42260 	 742.77675 
1.53697 	 3.53501 	 804.64307 
0.34681 	 3.39038 	 1518.63907 
3.72658 	 1.22912 	 856.61638 
1.23729 	 1.91326 	 956.14514 
2.25343 	 8.10377 	 706.92487 
1.54820 	 1.41598 	 937.08701 
2.32887 	 4.38142 	 741.76138 
4.59463 	 5.02814 	 826.31277 
2.43183 	 7.89199 	 717.96352 
1.23423 	 0.74105 	 1944.14698 
0.54440 	 1.45939 	 2409.90146 
2.73442 	 1.48789 	 783.00184 
2.44357 	 4.38117 	 751.95737 
2.15310 	 4.77948 	 761.40869 
1.48129 	 1.65086 	 878.67908 
0.25835 	 6.41875 	 1079.58228 
4.59114 	 3.70644 	 704.08027 
1.94887 	 3.63592 	 821.83660 
0.99514 	 1.68693 	 1097.82148 
2.69020 	 4.70014 	 738.22293 
3.71729 	 4.35854 	 818.86571 
1.49338 	 2.42064 	 800.55762 
2.81362 	 0.94604 	 958.42617 
3.55575 	 5.01215 	 727.17746 
2.03003 	 3.57519 	 804.81790 
1.89146 	 3.92690 	 733.02100 
1.50921 	 3.18866 	 774.69115 
1.41741 	 2.40670 	 757.43085 
2.28763 	 3.70457 	 748.81965 
1.52633 	 2.32959 	 881.32283 
3.88226 	 2.16999 	 788.94318 
3.31198 	 2.38368 	 744.67946 
0.10400 	 2.62422 	 14209.98578 
2.26246 	 1.15616 	 855.49626 
1.85341 	 4.61187 	 752.74958 
2.18775 	 3.33113 	 749.43667 
1.55969 	 2.44339 	 860.51760 
1.21474 	 2.06122 	 938.65161 
2.33233 	 4.31035 	 737.05767 
1.94549 	 4.57986 	 800.18113 
3.61831 	 2.50181 	 722.90313 
1.59967 	 0.49007 	 2375.39181 
1.84983 	 2.63799 	 823.23192 
2.47350 	 0.20567 	 4613.20192 
1.23355 	 2.46732 	 862.14313 
0.68497 	 3.67229 	 927.71411 
0.47890 	 2.94148 	 1262.34519 
3.33420 	 2.49321 	 771.73226 
1.99639 	 3.65688 	 765.42667 
1.06899 	 1.12411 	 1511.78093 
2.95432 	 0.82628 	 948.95403 
1.92050 	 3.62559 	 744.08467 
2.12663 	 1.39538 	 866.07113 
0.51275 	 2.66254 	 1278.28773 
2.83514 	 2.81540 	 748.53448 
4.04828 	 5.85477 	 762.62897 
2.35714 	 6.51475 	 734.26940 
3.36472 	 0.77429 	 844.72748 
1.51536 	 3.17808 	 797.04834 
3.58913 	 1.68503 	 789.34097 
1.72171 	 0.34515 	 3557.25137 
2.12618 	 4.84667 	 763.90795 
1.08726 	 2.88230 	 837.73273 
1.49905 	 1.06524 	 1115.19552 
1.22957 	 3.56171 	 791.70187 
1.48537 	 2.96485 	 782.12335 
4.59156 	 3.62153 	 745.18978 
3.26592 	 0.78726 	 900.19318 
4.82227 	 7.19132 	 781.75362 
4.48099 	 7.17001 	 783.66007 
2.20817 	 5.73617 	 690.83636 
3.09651 	 2.32873 	 712.36044 
3.11448 	 2.61769 	 793.93813 
2.01289 	 2.89480 	 764.39002 
2.42827 	 2.25995 	 772.26099 
2.28542 	 0.48622 	 1564.86727 
0.44574 	 0.70535 	 10817.82837 
2.73761 	 3.88003 	 732.72452 
0.84925 	 3.79973 	 830.01343 
2.58174 	 4.62670 	 770.42583 
4.61690 	 2.55822 	 810.94932 
2.69468 	 1.67484 	 802.90563 
1.59657 	 2.16089 	 838.74513 
4.44568 	 3.54726 	 794.67555 
2.45484 	 1.83873 	 786.15635 
2.06526 	 1.24784 	 963.09142 
1.85286 	 1.89685 	 859.35791 
2.06635 	 8.09407 	 779.92614 
1.85009 	 2.18635 	 800.46081 
2.55321 	 4.47538 	 722.15159 
1.97725 	 1.61503 	 810.39967 
1.30329 	 4.87112 	 790.18079 
1.46099 	 3.51965 	 814.98361 
2.42342 	 7.14845 	 755.11172 
3.16104 	 2.01347 	 803.04971 
1.38335 	 1.24525 	 1084.82610 
3.14828 	 1.96019 	 754.87220 
0.29397 	 2.55582 	 2544.83311 
2.79051 	 2.44087 	 785.78295 
1.56820 	 4.06374 	 809.34891 
0.77660 	 3.64154 	 881.42070 
2.87214 	 0.84876 	 892.83373 
0.57060 	 2.90354 	 1054.99042 
4.28899 	 4.74065 	 793.94378 
0.29197 	 2.35547 	 2859.75930 
1.78849 	 1.27921 	 949.90978 
1.45424 	 3.62157 	 809.14887 
1.91437 	 1.46757 	 863.51567 
3.76069 	 3.25513 	 707.80900 
0.76843 	 3.35988 	 862.01834 
2.77793 	 3.64016 	 737.92974 
2.90107 	 1.58752 	 781.11603 
1.69814 	 5.16238 	 735.59127 
1.11959 	 1.95743 	 950.42882 
2.45520 	 4.29120 	 774.13519 
1.63556 	 1.98621 	 837.24398 
2.95160 	 4.62358 	 744.72377 
0.74755 	 1.78564 	 1320.65938 
2.61352 	 1.96966 	 843.91975 
4.72182 	 3.36639 	 714.91015 
2.11147 	 2.58475 	 762.77239 
3.72491 	 3.49807 	 790.35010 
2.00808 	 1.81794 	 867.15347 
1.91972 	 4.67508 	 738.85251 
2.70382 	 1.38506 	 848.24707 
4.18882 	 4.37275 	 707.54504 
3.15240 	 1.46648 	 765.27137 
4.27214 	 5.15966 	 704.77952 
4.04614 	 3.10592 	 816.39380 
1.46535 	 4.03984 	 768.55041 
4.15897 	 3.04244 	 776.26902 
1.94120 	 4.18386 	 807.02947 
3.95661 	 2.18837 	 741.17758 
4.19943 	 2.05528 	 719.08024 
0.30057 	 2.74851 	 2161.69089 
3.62668 	 4.94453 	 741.56767 
3.66929 	 2.59643 	 737.59996 
3.65110 	 3.09086 	 748.82364 
3.20848 	 5.44907 	 783.01057 
3.01268 	 4.73782 	 786.69579 
3.04585 	 3.01612 	 814.34823 
1.19395 	 3.34922 	 779.27134 
2.73706 	 2.48755 	 755.01203 
2.45730 	 1.91134 	 779.90943 
4.76579 	 6.84276 	 720.48838 
1.00096 	 1.08341 	 1638.90787 
3.95885 	 1.97573 	 803.23513 
1.81210 	 1.52305 	 899.16188 
3.29428 	 1.90897 	 770.61704 
2.72983 	 2.83890 	 733.50028 
2.55813 	 2.34985 	 822.40458 
3.86811 	 2.74333 	 745.13268 
1.07875 	 2.29520 	 884.16746 
2.52474 	 5.43424 	 692.79192 
2.44592 	 4.37796 	 762.51443 
1.57138 	 3.29901 	 765.81116 
3.23669 	 3.51877 	 762.00141 
0.71045 	 2.92109 	 957.54816 
2.74215 	 4.90957 	 729.41973 
0.42238 	 6.07029 	 853.01080 
1.14998 	 1.10471 	 1328.98539 
1.60469 	 5.54750 	 715.08093 
0.72651 	 2.00671 	 1218.17000 
2.71250 	 5.91683 	 760.55971 
1.45921 	 3.65401 	 734.92554 
2.15540 	 5.16311 	 753.90522 
3.63513 	 2.69014 	 710.09821 
2.73729 	 2.12967 	 742.59973 
2.00958 	 1.74377 	 817.45935 
1.09518 	 2.07271 	 896.49316 
3.19814 	 2.19896 	 812.16277 
1.42398 	 2.07913 	 852.09312 
3.98500 	 3.17760 	 763.44480 
1.62958 	 3.47375 	 756.56224 
2.51380 	 0.76797 	 992.31463 
4.97311 	 3.16088 	 783.01084 
0.64184 	 3.67282 	 911.11759 
1.25361 	 1.88121 	 918.18869 
3.63565 	 1.93829 	 769.21161 
1.96173 	 4.26439 	 789.07667 
2.59381 	 0.43134 	 1554.91400 
2.10932 	 4.98497 	 739.23938 
0.75196 	 2.66279 	 977.89266 
4.06983 	 2.36664 	 790.04639 
1.64339 	 4.63862 	 751.29286 
0.57186 	 2.54001 	 1216.75481 
1.84727 	 4.56959 	 732.88117 
0.87944 	 4.15000 	 793.24034 
0.81438 	 3.17822 	 870.48520 
1.12776 	 5.08867 	 787.24256 
3.35337 	 2.35242 	 806.25699 
0.97381 	 3.41332 	 847.59167 
1.31455 	 3.25994 	 793.06859 
2.02247 	 0.40943 	 2147.39102 
3.03718 	 2.12032 	 756.25000 
3.17666 	 2.63988 	 692.52067 
0.78978 	 2.83892 	 906.32179 
3.27650 	 2.45146 	 799.87485 
2.22023 	 0.12103 	 14554.33028 
3.72280 	 0.86839 	 835.60975 
0.46166 	 4.71198 	 947.87216 
4.18398 	 3.88366 	 733.08407 
1.27068 	 1.80681 	 909.44446 
4.83719 	 4.64941 	 826.17984 
0.54401 	 6.80250 	 791.86627 
1.82897 	 1.38127 	 878.55969 
1.44532 	 2.75678 	 793.93569 
4.17486 	 3.46369 	 691.17564 
1.93217 	 3.35009 	 812.22051 
2.56688 	 2.61333 	 801.74093 
1.64296 	 3.23847 	 756.16909 
2.71102 	 2.66044 	 783.49528 
2.70668 	 1.40715 	 807.06600 
1.05727 	 2.80879 	 864.48797 
3.62151 	 3.96592 	 774.88565 
1.22396 	 2.00033 	 974.98544 
1.27437 	 1.13311 	 1203.29233 
1.39855 	 4.25759 	 814.21975 
1.33776 	 3.58199 	 807.45133 
2.56319 	 1.46140 	 826.09654 
2.73591 	 3.70860 	 749.77240 
2.02124 	 1.80457 	 842.64051 
1.49531 	 1.02735 	 1167.23600 
2.70500 	 3.49317 	 744.85377 
4.01493 	 2.24077 	 822.57031 
1.37663 	 4.43212 	 822.31115 
1.36566 	 0.85356 	 1475.20378 
4.74938 	 3.04288 	 793.99237 
3.52787 	 2.50159 	 694.84173 
1.58218 	 3.07250 	 751.31875 
2.31372 	 6.84085 	 717.24490 
1.13515 	 0.54169 	 3378.89686 
2.39670 	 4.26172 	 784.21717 
0.43544 	 2.69193 	 1472.60812 
2.71810 	 2.81727 	 767.67913 
0.77684 	 2.64741 	 972.61179 
2.64464 	 1.31655 	 782.64161 
4.48366 	 3.31878 	 708.09828 
2.41162 	 5.20425 	 765.43899 
2.54955 	 1.38225 	 828.88928 
2.73315 	 4.30011 	 764.49263 
1.74241 	 3.72815 	 823.33639 
2.74152 	 1.71028 	 761.44819 
1.11340 	 6.50784 	 762.80412 
1.28016 	 4.27976 	 717.74054 
3.83682 	 2.32520 	 773.09959 
4.94037 	 5.44595 	 776.63815 
2.12827 	 3.11182 	 786.74062 
1.86090 	 4.01044 	 788.62377 
1.14606 	 1.38825 	 1150.68680 
2.68592 	 0.68521 	 1080.03048 
1.67612 	 3.17562 	 825.96619 
0.33897 	 4.53477 	 1222.04387 
3.56252 	 3.68891 	 730.16953 
1.28411 	 2.82105 	 817.58222 
3.10653 	 3.54655 	 738.34640 
2.29101 	 0.85410 	 1030.65769 
3.59936 	 4.37945 	 714.01350 
2.87482 	 7.18206 	 730.57774 
3.18562 	 1.15109 	 837.93021 
4.43675 	 4.05819 	 749.88961 
0.99310 	 2.66196 	 874.16952 
1.62519 	 4.37212 	 756.77266 
1.21778 	 2.97678 	 799.66062 
2.47371 	 4.47064 	 766.60203 
1.09828 	 1.64470 	 1120.74515 
1.06163 	 3.61699 	 783.16748 
1.95799 	 0.70759 	 1245.39821 
1.85345 	 2.11593 	 835.74354 
2.50872 	 3.28796 	 763.72097 
2.41440 	 0.57461 	 1287.67747 
3.42180 	 2.30869 	 724.90920 
1.86822 	 4.11516 	 777.27157 
1.84928 	 3.64960 	 862.26056 
1.67479 	 3.85623 	 793.91089 
4.06285 	 1.73045 	 734.33256 
4.85128 	 2.80008 	 750.77461 
3.31747 	 1.39470 	 831.80130 
1.03271 	 2.80850 	 890.99460 
2.49345 	 1.68461 	 783.79932 
1.27241 	 5.19571 	 771.15321 
0.30689 	 2.29587 	 2777.89905 
0.66567 	 2.60258 	 1108.87221 
2.01297 	 3.25839 	 760.31868 
4.05015 	 2.03613 	 787.92200 
0.79238 	 2.05567 	 1125.79676 
1.05493 	 4.52031 	 743.08465 
1.98553 	 0.35575 	 2770.02096 
2.43540 	 4.02212 	 742.23097 
3.54642 	 2.77972 	 764.53018 
0.96937 	 1.77045 	 1089.15264 
1.76730 	 1.91383 	 836.82226 
1.00753 	 2.30843 	 1003.46661 
3.63265 	 1.63385 	 801.63480 
1.80827 	 4.76135 	 792.37945 
2.94299 	 1.16022 	 836.73045 
2.50865 	 4.14035 	 778.66613 
0.80827 	 2.15067 	 1057.36556 
1.38377 	 1.90983 	 886.75894 
5.08322 	 6.35410 	 743.69907 
2.01088 	 1.97550 	 857.84822 
1.75814 	 1.62380 	 867.16459 
0.86982 	 3.16696 	 848.82148 
1.60588 	 2.03930 	 832.88059 
4.00596 	 3.91685 	 776.98337 
2.43019 	 0.96374 	 927.80534 
2.43545 	 5.41718 	 793.02555 
1.19872 	 3.33677 	 801.33855 
1.57955 	 3.36237 	 813.42314 
2.40771 	 0.75880 	 1048.58282 
2.29086 	 4.67485 	 758.12532 
3.69479 	 1.41664 	 726.85867 
3.71875 	 1.37539 	 791.53209 
0.88792 	 1.32398 	 1462.16247 
0.90252 	 1.89101 	 1168.51758 
2.63899 	 7.09491 	 740.94272 
1.08246 	 2.44983 	 924.22217 
0.61124 	 3.53173 	 968.06531 
2.16421 	 4.28766 	 733.42323 
0.85215 	 2.02059 	 1057.88757 
2.76779 	 6.05505 	 745.83718 
2.53379 	 1.59754 	 790.25628 
4.20610 	 2.44958 	 712.37389 
1.29855 	 1.26195 	 1181.08647 
3.57145 	 2.08878 	 750.79102 
4.70634 	 7.37202 	 778.30329 
0.92630 	 3.53730 	 855.39117 
1.85743 	 4.88235 	 794.76388 
3.96446 	 4.31201 	 718.97575 
0.33894 	 2.92095 	 1744.42916 
3.88051 	 2.07781 	 774.63794 
1.43088 	 0.34350 	 4926.06167 
0.64663 	 4.81796 	 853.96114 
0.84303 	 2.14874 	 1022.42977 
3.13082 	 3.85646 	 733.41314 
2.57804 	 2.20898 	 756.21055 
1.92824 	 1.15437 	 931.99492 
2.87037 	 0.61525 	 1027.84572 
2.05288 	 0.86039 	 1117.05017 
2.79105 	 3.57922 	 724.97205 
4.55255 	 2.83927 	 800.50292 
1.91331 	 2.85861 	 806.36975 
4.85273 	 7.59934 	 758.23197 
3.88143 	 2.74314 	 815.13879 
3.86946 	 1.73111 	 775.44627 
3.33816 	 1.86390 	 804.14813 
3.35715 	 2.17373 	 756.70403 
3.24038 	 3.50247 	 755.89189 
4.22703 	 3.48921 	 759.36371 
2.83319 	 4.37357 	 779.83933 
1.72520 	 6.97110 	 754.62366 
5.14862 	 3.05448 	 793.00287 
3.16597 	 3.98014 	 788.67399 
2.48353 	 2.09855 	 755.42168 
5.35370 	 4.73983 	 741.36510 
2.71270 	 0.67119 	 1036.87159 
0.27372 	 2.14651 	 3633.07865 
2.10223 	 0.90861 	 1049.88138 
2.19660 	 3.34035 	 748.50078 
1.44517 	 3.49591 	 807.36376 
1.60502 	 2.99266 	 768.47919 
1.00215 	 3.91339 	 786.79274 
0.89696 	 4.33292 	 790.50314 
3.05743 	 1.84811 	 790.05525 
4.62759 	 2.55274 	 739.80934 
2.89827 	 2.59726 	 729.42451 
0.72618 	 7.15604 	 810.10878 
0.42641 	 0.70158 	 11886.61801 
1.03730 	 3.36392 	 787.55663 
1.78025 	 3.55014 	 838.15763 
0.46921 	 2.07246 	 1793.66143 
2.74197 	 7.00575 	 735.01728 
4.44130 	 6.39022 	 793.75340 
2.00781 	 5.16201 	 762.53903 
2.39467 	 7.01281 	 737.48079 
